1,3.8980,0.1080,3.8994,0.1082
2,3.7733,0.1376,3.7801,0.1370
3,3.4894,0.1811,3.5070,0.1779
4,3.2021,0.2243,3.2448,0.2214
5,2.9798,0.2648,3.0710,0.2534
6,2.8628,0.2890,2.9528,0.2730
7,2.9546,0.2786,3.0365,0.2692
8,2.9181,0.2966,3.0163,0.2800
9,2.6018,0.3481,2.7258,0.3285
10,2.4340,0.3858,2.5868,0.3568
11,2.3527,0.3942,2.4933,0.3737
12,2.6137,0.3593,2.8014,0.3317
13,2.2398,0.4270,2.4257,0.3915
14,2.2304,0.4264,2.4295,0.3977
15,2.2418,0.4269,2.4516,0.3910
16,2.1240,0.4494,2.3762,0.4045
17,2.3027,0.4252,2.5610,0.3787
18,2.0765,0.4665,2.3603,0.4234
19,2.0417,0.4746,2.3376,0.4291
20,1.8464,0.5147,2.1678,0.4545
21,1.9302,0.4943,2.2615,0.4411
22,1.7827,0.5312,2.1518,0.4654
23,1.8212,0.5221,2.1872,0.4542
24,1.7439,0.5429,2.1400,0.4728
25,1.8269,0.5201,2.1994,0.4516
26,1.6476,0.5573,2.0554,0.4894
27,1.6331,0.5682,2.0438,0.4915
28,1.7048,0.5462,2.1368,0.4703
29,1.3916,0.6248,1.8439,0.5303
30,1.5553,0.5877,2.0802,0.4940
31,1.5409,0.5910,2.0733,0.4987
32,1.4984,0.5974,2.0356,0.4999
