1,4.4718,0.0460,4.4665,0.0463
2,4.3646,0.0645,4.3618,0.0681
3,4.2527,0.0737,4.2482,0.0704
4,4.1604,0.0864,4.1535,0.0887
5,4.1095,0.0925,4.0989,0.0943
6,4.0003,0.1070,3.9916,0.1090
7,3.9915,0.1043,3.9796,0.1084
8,3.9582,0.1103,3.9621,0.1081
9,3.8920,0.1198,3.8901,0.1168
10,3.8152,0.1320,3.8120,0.1330
11,3.7557,0.1408,3.7510,0.1411
12,4.1681,0.1126,4.1730,0.1167
13,3.6883,0.1511,3.6829,0.1478
14,3.7374,0.1408,3.7346,0.1419
15,3.8104,0.1361,3.7751,0.1380
16,3.6651,0.1538,3.6674,0.1530
17,3.6382,0.1569,3.6410,0.1599
18,3.5270,0.1788,3.5322,0.1806
19,3.7568,0.1556,3.7671,0.1503
20,3.9218,0.1340,3.9098,0.1347
21,3.4281,0.1943,3.4325,0.1943
22,3.4810,0.1837,3.4887,0.1851
23,3.4683,0.1867,3.4818,0.1849
24,3.5765,0.1639,3.5846,0.1617
25,3.4607,0.1912,3.4819,0.1907
26,3.4515,0.1905,3.4775,0.1869
27,3.4215,0.1944,3.4277,0.1978
28,3.7005,0.1615,3.7310,0.1581
29,3.3131,0.2123,3.3445,0.2042
30,3.3171,0.2137,3.3366,0.2126
31,3.4317,0.1959,3.4498,0.1960
32,3.3034,0.2171,3.3325,0.2164
33,3.2216,0.2267,3.2644,0.2191
34,3.8991,0.1638,3.9403,0.1634
35,3.4766,0.1927,3.5099,0.1908
36,3.4691,0.2015,3.4973,0.1983
37,3.1684,0.2376,3.1972,0.2318
38,3.3066,0.2155,3.3504,0.2101
39,3.2153,0.2330,3.2575,0.2256
40,3.3118,0.2173,3.3602,0.2138
41,3.3630,0.2107,3.4219,0.2081
42,3.7984,0.1788,3.8313,0.1761
43,3.1452,0.2409,3.1945,0.2364
44,3.3806,0.2085,3.4195,0.2063
45,3.1941,0.2357,3.2473,0.2315
46,3.3208,0.2200,3.3640,0.2121
47,3.0424,0.2615,3.0947,0.2518
