1,4.6055,0.0188,4.6021,0.0188
2,4.5406,0.0312,4.5375,0.0309
3,4.4972,0.0422,4.4927,0.0412
4,4.4668,0.0486,4.4599,0.0473
5,4.4413,0.0557,4.4364,0.0555
6,4.4156,0.0626,4.4140,0.0598
7,4.3911,0.0660,4.3879,0.0679
8,4.3690,0.0695,4.3675,0.0672
9,4.3436,0.0738,4.3386,0.0739
10,4.3235,0.0772,4.3191,0.0776
11,4.3008,0.0794,4.2982,0.0816
12,4.2784,0.0805,4.2797,0.0825
13,4.2560,0.0815,4.2538,0.0807
14,4.2355,0.0860,4.2360,0.0879
15,4.2212,0.0891,4.2175,0.0902
16,4.1995,0.0904,4.1931,0.0897
17,4.1829,0.0942,4.1753,0.0926
18,4.1648,0.0952,4.1516,0.0972
19,4.1472,0.0960,4.1461,0.0945
20,4.1278,0.0985,4.1272,0.1013
21,4.1120,0.1002,4.1042,0.1025
22,4.0958,0.1009,4.0856,0.1014
23,4.0816,0.1029,4.0785,0.1016
24,4.0696,0.1032,4.0678,0.1073
25,4.0548,0.1062,4.0447,0.1048
26,4.0386,0.1053,4.0360,0.1069
27,4.0286,0.1091,4.0256,0.1116
28,4.0190,0.1081,4.0139,0.1107
29,3.9997,0.1108,3.9959,0.1109
30,3.9880,0.1128,3.9824,0.1113
31,3.9776,0.1154,3.9690,0.1133
32,3.9573,0.1193,3.9601,0.1149
33,3.9512,0.1193,3.9486,0.1178
34,3.9605,0.1166,3.9555,0.1171
35,3.9282,0.1199,3.9302,0.1242
36,3.9233,0.1207,3.9135,0.1238
37,3.9084,0.1255,3.8975,0.1285
38,3.8985,0.1250,3.8960,0.1254
39,3.8839,0.1274,3.8780,0.1246
40,3.8810,0.1258,3.8797,0.1238
41,3.8550,0.1324,3.8681,0.1253
42,3.8510,0.1310,3.8563,0.1264
43,3.8405,0.1322,3.8394,0.1294
44,3.8463,0.1320,3.8279,0.1303
45,3.8225,0.1354,3.8264,0.1319
46,3.8205,0.1341,3.8152,0.1321
47,3.8232,0.1331,3.8152,0.1356
48,3.7991,0.1385,3.7961,0.1390
49,3.7917,0.1379,3.8016,0.1329
50,3.7795,0.1417,3.7783,0.1396
51,3.8080,0.1374,3.8073,0.1331
52,3.7649,0.1429,3.7621,0.1434
53,3.7710,0.1394,3.7700,0.1366
54,3.7505,0.1455,3.7541,0.1428
55,3.7391,0.1455,3.7354,0.1466
56,3.7437,0.1473,3.7406,0.1402
57,3.7248,0.1458,3.7250,0.1437
58,3.7575,0.1407,3.7670,0.1376
59,3.7431,0.1441,3.7469,0.1438
60,3.7394,0.1450,3.7458,0.1396
61,3.6869,0.1534,3.6944,0.1511
62,4.0147,0.1243,4.0430,0.1226
63,3.6691,0.1563,3.6694,0.1538
64,3.6738,0.1539,3.6855,0.1495
65,3.7380,0.1441,3.7420,0.1426
66,3.7177,0.1461,3.7296,0.1398
67,3.6671,0.1554,3.6780,0.1477
68,3.6398,0.1610,3.6523,0.1593
69,3.7093,0.1502,3.7136,0.1467
70,3.6419,0.1578,3.6484,0.1527
71,3.6378,0.1603,3.6468,0.1555
72,3.6281,0.1642,3.6167,0.1639
73,3.6291,0.1617,3.6299,0.1602
74,3.5936,0.1692,3.5927,0.1678
75,3.5882,0.1695,3.6006,0.1637
76,3.5627,0.1706,3.5736,0.1674
77,3.5640,0.1703,3.5616,0.1732
78,3.7137,0.1506,3.7212,0.1510
79,3.9662,0.1352,3.9929,0.1339
80,3.5354,0.1770,3.5416,0.1754
81,3.8864,0.1330,3.8845,0.1327
82,3.7542,0.1498,3.7546,0.1460
83,3.7790,0.1514,3.7932,0.1506
84,3.6196,0.1618,3.6363,0.1617
85,3.5340,0.1737,3.5342,0.1733
86,4.0044,0.1393,4.0346,0.1392
87,3.5379,0.1778,3.5626,0.1738
88,3.5125,0.1766,3.5304,0.1759
89,3.6896,0.1542,3.6866,0.1580
90,3.8676,0.1522,3.8910,0.1493
91,3.4655,0.1863,3.4742,0.1851
92,3.6331,0.1625,3.6272,0.1619
93,3.5954,0.1659,3.5956,0.1685
94,3.5909,0.1689,3.6002,0.1696
95,3.5280,0.1769,3.5319,0.1753
96,3.4189,0.1950,3.4417,0.1918
97,3.7222,0.1617,3.7532,0.1641
98,3.4649,0.1830,3.4800,0.1809
99,3.5030,0.1819,3.5142,0.1786
100,3.5098,0.1818,3.5318,0.1807
101,4.3460,0.1421,4.3898,0.1396
102,3.4304,0.1906,3.4494,0.1915
103,3.5370,0.1753,3.5604,0.1737
104,3.4408,0.1912,3.4392,0.1941
105,3.4896,0.1846,3.5092,0.1815
106,3.5992,0.1743,3.6279,0.1685
107,3.3884,0.1972,3.4094,0.1947
108,4.7930,0.1106,4.8006,0.1123
109,3.5514,0.1752,3.5408,0.1789
110,3.5770,0.1697,3.5819,0.1685
111,3.4077,0.1952,3.4252,0.1957
112,3.3348,0.2070,3.3425,0.2077
113,3.3616,0.2017,3.3692,0.2008
114,3.3446,0.2063,3.3566,0.2069
115,3.3992,0.2003,3.4200,0.2000
116,3.6990,0.1752,3.7462,0.1735
117,3.3451,0.2073,3.3526,0.2086
118,3.4609,0.1891,3.4761,0.1921
119,3.4803,0.1893,3.5084,0.1893
120,3.3701,0.2045,3.4079,0.1953
121,3.3326,0.2112,3.3513,0.2090
122,3.3523,0.2075,3.3843,0.2008
123,3.3197,0.2113,3.3245,0.2116
124,3.3466,0.2074,3.3614,0.2093
125,3.3339,0.2102,3.3658,0.2055
126,3.3086,0.2132,3.3349,0.2093
127,3.2834,0.2202,3.3132,0.2154
128,3.5136,0.1832,3.5238,0.1861
