1,4.2051,0.0635,4.1985,0.0669
2,3.9879,0.0952,3.9969,0.0999
3,3.8608,0.1163,3.8814,0.1198
4,3.4817,0.1767,3.5069,0.1747
5,3.5004,0.1877,3.5570,0.1760
6,3.3443,0.2173,3.4098,0.2084
7,2.9999,0.2717,3.0848,0.2612
8,2.7869,0.3112,2.8750,0.2926
9,2.8466,0.3121,2.9768,0.2942
10,2.4509,0.3815,2.5995,0.3571
11,2.5907,0.3593,2.7475,0.3346
12,2.3596,0.4132,2.5891,0.3722
13,2.8445,0.3479,3.0661,0.3174
14,2.3105,0.4159,2.5697,0.3825
15,2.0431,0.4720,2.3458,0.4178
16,2.1254,0.4629,2.4634,0.4102
17,2.1367,0.4622,2.5238,0.3948
18,1.8028,0.5248,2.1976,0.4567
19,1.7869,0.5355,2.1817,0.4620
20,1.9056,0.5142,2.3770,0.4268
21,1.8519,0.5198,2.3737,0.4382
22,1.6178,0.5723,2.1737,0.4709
23,1.9171,0.5165,2.4706,0.4256
24,1.4972,0.6027,2.1537,0.4788
25,2.1269,0.4881,2.7203,0.4006
26,1.4227,0.6237,2.1154,0.4920
27,1.5683,0.5935,2.3353,0.4576
28,2.1880,0.4911,2.9066,0.3803
29,1.3234,0.6471,2.1413,0.4948
30,1.3007,0.6481,2.0967,0.5017
31,1.4148,0.6236,2.2568,0.4797
32,1.1939,0.6806,2.1339,0.5029
33,1.4212,0.6342,2.3816,0.4678
34,1.4952,0.6163,2.4522,0.4585
35,1.1010,0.6988,2.1008,0.5094
36,1.2093,0.6742,2.2241,0.4928
37,1.1371,0.6931,2.2065,0.4993
38,1.1558,0.6874,2.2082,0.4896
39,0.9728,0.7346,2.0394,0.5252
40,1.0372,0.7192,2.1827,0.5069
41,1.0713,0.7088,2.1965,0.5051
42,0.9664,0.7388,2.1485,0.5168
43,0.9424,0.7433,2.1647,0.5165
44,1.3032,0.6621,2.5186,0.4633
45,0.8183,0.7775,2.0225,0.5364
46,0.9430,0.7454,2.1968,0.5132
47,0.9073,0.7547,2.2526,0.5044
48,0.8442,0.7721,2.1655,0.5220
49,0.8781,0.7636,2.2493,0.5165
50,0.7549,0.7955,2.1114,0.5403
51,0.8373,0.7775,2.2634,0.5205
52,0.7584,0.7939,2.1481,0.5322
53,1.0638,0.7209,2.4371,0.4842
54,0.7463,0.7979,2.1651,0.5337
55,0.8069,0.7819,2.2202,0.5299
56,0.7357,0.7998,2.2076,0.5310
57,0.7765,0.7907,2.2344,0.5341
58,0.7418,0.8020,2.1632,0.5353
59,0.7056,0.8107,2.1834,0.5438
60,0.8246,0.7818,2.3022,0.5147
61,0.7093,0.8083,2.2063,0.5379
62,0.7308,0.8023,2.2291,0.5276
63,1.0928,0.7218,2.6319,0.4730
64,0.6708,0.8189,2.1850,0.5427
65,0.6600,0.8205,2.2293,0.5415
66,0.7113,0.8066,2.2441,0.5344
67,0.9448,0.7587,2.5100,0.4963
68,0.7428,0.7997,2.4275,0.5258
69,1.3150,0.6822,2.8947,0.4516
70,0.6879,0.8127,2.2048,0.5356
71,0.6220,0.8315,2.2287,0.5432
72,0.6774,0.8165,2.2669,0.5402
73,0.6304,0.8296,2.3593,0.5308
74,0.7306,0.8033,2.3017,0.5248
75,0.6642,0.8205,2.3373,0.5312
76,0.6501,0.8268,2.3096,0.5392
77,0.6291,0.8302,2.3132,0.5407
78,0.7306,0.8049,2.3559,0.5231
79,0.6321,0.8318,2.3570,0.5315
80,0.6892,0.8162,2.3855,0.5257
81,0.8737,0.7764,2.5439,0.5024
82,0.7752,0.7938,2.5233,0.5043
83,0.8773,0.7749,2.5773,0.5003
84,0.5563,0.8499,2.2449,0.5487
85,0.5797,0.8456,2.3360,0.5448
86,0.5950,0.8403,2.3273,0.5410
87,0.6444,0.8295,2.3418,0.5295
88,0.5245,0.8600,2.2579,0.5463
89,0.5094,0.8643,2.1942,0.5528
90,0.5863,0.8414,2.3682,0.5461
91,0.5382,0.8550,2.2380,0.5513
92,0.6111,0.8371,2.4331,0.5288
93,0.5637,0.8476,2.3672,0.5382
94,0.5648,0.8473,2.3670,0.5443
95,0.8210,0.7916,2.6313,0.5044
96,0.5457,0.8524,2.3600,0.5443
97,0.5001,0.8652,2.2731,0.5487
98,0.5110,0.8638,2.3654,0.5490
99,0.5080,0.8664,2.2881,0.5585
100,0.6954,0.8171,2.5176,0.5247
101,0.4740,0.8727,2.2622,0.5556
102,0.5171,0.8629,2.3616,0.5461
103,0.5217,0.8594,2.2924,0.5480
104,0.4985,0.8641,2.2907,0.5522
105,0.5238,0.8599,2.4036,0.5555
106,0.8299,0.7975,2.6868,0.5068
107,0.4921,0.8679,2.2904,0.5474
108,0.4510,0.8785,2.3453,0.5607
109,0.4624,0.8755,2.4044,0.5515
